,essay_index,text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
1446,222,10AC7944DC4A,3.5,2.5,3.0,3.0,2.0,2.5
1447,3666,F5FF5E9E553C,4.0,3.5,3.5,4.0,3.5,4.0
1448,2393,B1E1608C016D,3.0,3.0,3.5,3.5,3.0,2.5
1449,1810,88816FFD8A5C,4.0,5.0,4.0,4.5,4.5,5.0
1450,120,08FC47A564AE,3.5,3.5,4.0,2.5,4.0,3.5
1451,1685,8042198ABB06,3.0,2.5,2.5,2.0,2.5,3.0
1452,2636,C3549BC956DC,3.5,3.0,3.0,4.0,3.5,3.5
1453,3909,FFE16D704B16,4.0,4.5,4.5,4.0,4.5,4.5
1454,2380,B0B703E881B7,2.5,3.0,3.5,4.0,4.0,3.0
1455,2639,C37F09E24836,3.0,3.0,4.0,4.0,3.5,3.5
1456,193,0EBED6896F51,3.5,3.0,3.5,3.5,3.5,4.0
1457,2283,AAAAA48F6FEB,4.0,5.0,5.0,5.0,5.0,4.5
1458,181,0DC7DEF31BE5,2.0,2.5,2.0,2.5,2.0,2.0
1459,3516,EF9D616EAC4E,3.0,3.0,3.0,3.5,3.5,3.0
1460,389,1D8BDC81DE2C,2.5,3.0,2.5,2.5,2.5,2.0
1461,968,49E375E8CA7B,3.5,3.5,3.5,3.5,3.5,3.0
1462,3420,EACD6F08F69C,4.5,4.0,4.0,4.0,5.0,4.5
1463,1545,76C2E20AF20E,4.0,4.0,3.5,4.0,3.5,3.5
1464,669,33E25E6A8028,3.0,3.0,3.0,3.0,3.0,3.0
1465,3284,E4298EE64777,3.0,3.5,3.0,2.5,3.5,3.0
1466,3765,FA078892658B,3.0,3.5,3.5,3.5,3.0,3.0
1467,1365,692357D5F3F0,3.5,3.5,3.5,2.5,3.0,2.5
1468,1394,6B56C630FFC5,2.5,2.0,3.0,2.5,3.0,2.5
1469,331,185E2F7317F2,3.5,3.5,4.0,4.0,3.5,3.5
1470,614,2E98035B8362,3.0,3.5,4.0,3.5,4.0,3.0
1471,1286,62B3C9C3398E,3.0,3.5,3.5,3.5,3.5,3.5
1472,266,134937CE445C,3.5,3.0,3.0,3.5,3.0,3.5
1473,1932,916811E780BD,3.5,3.5,3.0,3.0,4.0,4.0
1474,2199,A3E9A1C9917B,4.0,4.0,4.0,3.5,3.5,3.5
1475,2593,C045A27AFE82,2.5,2.5,2.5,2.5,2.5,2.0
1476,1807,8836B8EFCE5A,3.0,2.5,3.0,3.5,3.0,3.0
1477,225,10D2D1173D36,3.5,4.0,4.0,4.0,3.5,4.0
1478,105,07D5647B11AE,3.5,2.5,3.5,2.5,3.0,2.5
1479,2413,B370B0D18727,4.0,3.5,4.0,4.0,3.5,3.5
1480,1508,73DF8CA712BB,3.0,2.0,3.0,3.0,2.0,2.5
1481,3843,FD4C4EDC22DE,3.5,4.0,3.5,3.5,4.0,4.0
1482,630,2FE31DD4FD98,4.0,3.0,4.0,3.5,3.5,3.0
1483,2731,C8EF7048C03F,3.0,3.0,3.0,2.5,2.5,3.0
1484,2068,9B94692E3AC6,3.5,3.0,3.5,3.5,4.0,4.5
1485,870,42BF43BF8DBE,3.5,3.5,3.5,3.0,3.5,4.0
1486,2290,AB201C60C269,4.0,4.0,3.5,3.5,4.0,2.5
1487,2098,9DBCBFD45366,4.5,3.5,3.5,3.5,3.5,3.0
1488,1186,5C2A497012B9,3.0,3.0,4.0,3.5,3.0,3.0
1489,2963,D49547B9FCB3,2.5,2.0,2.5,2.5,2.0,2.5
1490,2489,B942E0DA6A0F,4.0,3.5,3.0,3.5,4.0,3.5
1491,1891,8E91F0997B77,3.0,2.5,2.5,2.5,2.0,3.0
1492,1755,84FC9651F650,3.5,3.0,3.5,3.0,3.0,4.0
1493,1926,90F73F20ECF0,3.0,3.5,3.5,3.0,3.0,3.0
1494,707,36677FE57D6B,3.0,2.5,3.0,3.0,3.0,3.0
1495,3163,DEB7816C7CAF,2.0,2.5,2.5,2.0,2.0,2.0
1496,3304,E52ADC86DFFC,2.5,2.5,3.0,3.0,2.5,2.5
1497,2870,D03AC4A82463,2.0,2.0,2.5,2.5,2.0,2.0
1498,2349,AE8A9585640A,3.0,2.5,3.5,2.5,3.5,3.0
1499,2220,A56BCB594C0C,2.5,2.5,3.0,2.0,2.0,2.0
1500,1688,8079089BC4D8,3.0,2.5,2.5,2.5,3.0,2.5
1501,284,150C42083D49,3.5,4.5,4.0,4.0,4.5,4.0
1502,1659,7DDFF6DA8655,3.5,4.0,3.5,3.5,4.0,3.0
1503,920,46BB96D9BC9B,3.5,3.5,3.0,3.0,3.5,3.0
1504,1433,6DA4157C9B4F,3.0,3.0,4.0,3.5,4.5,4.0
1505,3359,E8257C027079,3.0,3.0,3.0,3.0,3.5,3.0
1506,3295,E4905D0DD050,3.0,3.5,3.0,2.5,2.0,3.0
1507,734,38AB1DF25E7F,2.5,2.5,2.5,2.5,2.0,2.5
1508,1812,888A04678CCA,2.0,3.0,2.5,2.5,2.0,2.0
1509,2392,B1D135A74E3D,3.0,2.5,3.0,2.5,2.5,3.5
1510,2354,AEF788DA28DE,3.0,3.0,4.0,3.0,3.0,3.5
1511,3869,FE722240CBB7,3.5,3.0,3.0,3.0,2.5,3.5
1512,922,46E550A148DF,3.0,2.0,3.0,3.0,2.5,2.5
1513,1402,6BFDA0FE1CB2,4.0,4.0,3.0,3.5,3.5,3.5
1514,3674,F65622698950,2.0,2.5,3.0,2.0,2.5,2.5
1515,167,0C91926E2BC6,3.5,2.5,3.0,3.0,3.5,3.5
1516,2469,B7A0347C68C3,3.5,2.5,3.0,3.0,2.5,2.5
1517,2273,AA0919FCDEDC,1.5,2.0,2.0,2.0,1.5,1.5
1518,3631,F4C52358CE03,2.5,2.5,2.5,2.0,2.5,2.5
1519,12,00D281524375,3.5,2.5,3.5,3.0,3.0,3.0
1520,1546,76E5D0DEC30A,4.0,4.0,4.0,4.0,3.5,4.5
1521,617,2EBC2F60AAE9,2.0,2.0,2.0,2.5,2.0,2.0
1522,1092,5384378F1AC2,4.0,4.0,4.0,4.0,4.0,3.5
1523,90,06C9FC1267BB,3.5,3.0,3.5,3.0,3.0,3.0
1524,612,2E8A8C550F8D,3.0,2.5,2.5,2.0,2.0,2.0
1525,3546,F100483B6259,4.0,3.0,4.0,4.0,3.5,3.5
1526,1404,6C16FC9FE7A4,3.0,3.0,3.0,3.0,3.0,2.5
1527,857,41DF6D292056,4.0,4.0,5.0,4.5,4.5,4.0
1528,3688,F72B0C4DB804,4.0,4.0,3.5,4.0,4.0,4.0
1529,3606,F386245C7C21,3.5,4.0,3.5,2.0,3.5,3.0
1530,777,3C487F5D1994,3.0,3.0,3.0,3.0,2.5,2.5
1531,1638,7C5E4E2779BF,2.5,2.5,2.5,2.0,2.0,2.0
1532,1986,964E9DBFDBAA,3.0,3.0,3.0,3.0,2.5,2.5
1533,2352,AEE8A576989C,2.5,2.0,3.0,2.5,2.0,2.5
1534,3450,EC64EE12DBB4,3.5,2.5,3.0,3.5,3.0,2.5
1535,3705,F7B5DF87EA1D,2.5,2.5,3.0,3.0,3.5,3.5
1536,28,027CB6393714,3.0,3.0,2.5,3.5,4.0,3.0
1537,1522,753391D5E480,3.0,3.0,3.5,3.5,2.5,3.0
1538,1066,51CE1DCC5307,4.0,4.0,4.0,4.0,3.5,3.5
1539,1911,8FFDA5B9D359,4.0,3.5,4.0,4.0,3.5,3.5
1540,2538,BC8115EEB029,3.0,2.5,2.0,3.0,2.5,2.5
1541,74,057EE790CCEA,2.0,2.5,3.0,2.5,3.0,2.0
1542,515,2723DB12AC00,3.0,3.5,3.0,3.0,3.5,3.0
1543,1309,64A8183557F7,3.5,3.5,3.5,3.5,3.0,3.5
1544,2609,C1ACBD09B2FC,3.0,2.0,2.5,2.0,2.0,2.0
1545,2227,A66E85DB3C56,3.0,3.5,3.5,3.5,3.0,3.5
1546,2002,973B1B44F884,3.5,3.0,3.5,4.0,3.5,3.0
1547,2157,A10E91E49973,3.0,3.5,4.0,3.5,3.0,3.5
1548,1584,7907952E04B8,2.5,3.0,3.5,3.5,3.0,3.0
1549,1517,74D9504A6EDD,2.5,2.5,3.5,3.5,3.0,3.0
1550,116,08B72DCFD859,3.0,3.0,3.0,3.0,3.0,2.0
1551,2341,ADFE2CDB6FF1,2.5,3.0,3.0,3.0,2.5,3.0
1552,1072,523130079501,3.5,3.5,4.0,3.0,3.0,3.5
1553,2691,C662BDD50395,3.0,4.0,3.5,3.5,4.5,3.5
1554,1799,87B7C44BBB7C,3.0,3.0,3.5,3.5,3.5,4.0
1555,2820,CDBB3ACAD2C8,2.5,3.5,3.0,3.0,3.0,3.5
1556,3556,F13C7EC54868,3.0,3.0,3.0,3.0,3.0,3.5
1557,3265,E3096B04916A,4.0,3.0,4.0,4.0,3.0,4.0
1558,1600,7A0A80926A0D,2.5,3.0,2.5,2.0,2.5,2.0
1559,622,2F10C8035FEA,2.0,2.5,2.5,2.5,2.5,3.0
1560,3527,EFF1803E4B81,3.0,2.5,3.0,3.0,3.0,2.5
1561,409,1F28812EE23D,3.5,3.0,3.5,4.0,2.5,3.0
1562,2684,C649BC3F0C2D,3.0,2.5,2.5,2.0,2.0,3.0
1563,1623,7B4B838D8360,2.5,3.0,3.0,3.0,2.5,2.0
1564,115,08B25090A80C,3.5,4.0,4.5,3.5,3.0,3.5
1565,288,15847C58ED47,2.0,2.5,3.5,3.0,3.0,3.0
1566,3680,F6AA88DC9ACA,3.0,2.5,2.5,2.5,2.0,3.0
1567,3256,E2D7273C427B,3.0,2.5,3.5,3.5,2.5,3.5
1568,1181,5BE99F2E4030,3.5,4.0,4.0,3.5,4.5,4.5
1569,337,192D02CF8C9E,2.5,2.5,3.0,3.0,2.5,2.5
1570,3399,E9BFBEA772EF,4.0,4.5,4.0,4.5,4.5,4.5
1571,2687,C6555F21F7CD,3.0,3.0,3.0,3.5,3.5,3.0
1572,3060,DA1ABE125640,3.0,3.0,3.0,3.0,2.0,2.5
1573,46,03F7CF142B70,4.0,3.0,3.5,3.5,3.5,3.0
1574,747,3991A6F647D3,2.0,3.0,2.5,2.5,2.0,2.5
1575,3581,F1F6D7CAE400,3.0,3.0,3.0,2.5,2.0,3.0
1576,753,39F27C7223DB,3.5,3.5,3.5,3.5,3.0,3.5
1577,462,22E55C32A973,2.5,3.5,3.5,3.0,3.0,3.0
1578,1938,9255DC307B75,3.5,3.0,4.0,3.5,3.0,3.5
1579,673,3418CB8125B3,2.0,3.0,3.0,2.0,2.0,2.5
1580,2712,C7A28C7A3786,2.0,1.0,2.0,2.0,1.5,1.0
1581,1201,5D2B8506EC4F,2.5,2.5,2.5,2.5,2.5,2.5
1582,3518,EFB208F9EF60,3.0,2.5,2.5,2.5,3.5,2.5
1583,424,202C217E354A,1.5,2.0,2.5,2.0,2.0,1.5
1584,325,17D51D57629D,3.5,3.5,3.0,3.5,3.0,3.5
1585,664,33AF50FB5ED9,4.0,3.5,4.0,3.5,3.5,4.0
1586,350,1A3D750157B1,2.5,2.0,3.0,2.0,2.0,3.0
1587,447,219A0A3B6B5D,3.5,3.0,2.5,2.5,2.5,2.5
1588,709,3691B4714FD5,4.0,3.5,4.0,3.5,3.5,3.0
1589,3089,DB69B98973B6,4.0,3.5,4.0,4.0,4.0,3.5
1590,1924,90E5BB6CBE11,3.0,3.0,3.5,3.0,2.0,2.5
1591,1722,8283155E54A0,2.5,2.0,2.5,2.5,2.5,2.5
1592,1221,5EE526AB840B,4.0,3.0,3.5,3.0,3.0,3.0
1593,3292,E47A7E497F78,3.0,3.5,3.0,3.0,3.0,2.5
1594,1149,5902D762C891,2.5,2.0,3.0,2.5,2.0,2.0
1595,387,1D75D76AC202,3.0,3.5,3.5,3.5,4.0,4.0
1596,1369,694C96A1E9A0,3.0,3.0,3.0,3.5,3.0,3.0
1597,1337,66F7AD6B99E2,3.0,2.5,3.0,3.0,3.5,2.5
1598,754,39F578D9212E,3.0,3.5,3.0,3.5,3.5,4.0
1599,2186,A35B4B7CBD24,4.0,3.5,3.0,3.0,4.0,4.0
1600,451,21FB103CCBBF,3.5,3.0,3.0,3.0,3.5,3.0
1601,1194,5C764A810680,3.5,2.5,3.0,2.5,3.5,3.5
1602,699,35CF1B2B1326,3.5,2.5,3.0,3.0,3.5,3.0
1603,2247,A83B38711F26,2.5,2.5,2.5,2.5,2.0,2.0
1604,1608,7A7D7BC53938,3.5,3.0,3.0,3.0,3.0,2.5
1605,830,4002D91C6B6C,3.0,2.5,4.0,3.0,3.5,3.0
1606,3150,DE1A1149D54B,3.5,3.0,4.0,3.5,3.5,3.5
1607,950,48ADCBFC8376,3.0,3.0,2.5,2.5,3.5,3.0
1608,3067,DA674E9EB26C,4.0,3.0,3.5,3.5,3.5,3.5
1609,3602,F3259CFA6566,5.0,4.0,4.5,4.5,4.0,4.0
1610,2444,B596C01C5E87,3.0,3.0,3.5,3.0,2.5,3.0
1611,1734,833489139971,3.5,3.5,3.0,3.5,4.0,3.5
1612,1413,6C9BFD05D35D,3.5,3.5,4.0,3.0,3.5,3.5
1613,1409,6C802D3F5F2A,3.5,3.5,3.5,3.0,4.0,4.0
1614,3884,FEE662801AF4,2.5,2.0,2.5,2.5,2.5,2.0
1615,3464,ED0A8E614649,4.5,3.5,4.0,4.0,4.0,3.5
1616,1177,5B0E80E62A8C,3.0,3.0,2.5,3.0,3.0,3.5
1617,3415,EA8BE9778AA9,3.5,2.5,3.5,2.5,3.0,3.0
1618,2006,97A0FFE91A3E,2.5,2.5,3.0,3.0,2.0,2.5
1619,1253,60ACDFA1609E,2.0,2.5,2.5,2.0,2.5,2.5
1620,2477,B83DD09D3129,2.0,2.0,2.0,2.0,2.0,2.5
1621,21,01911AC9674D,2.0,2.5,2.5,2.0,2.0,2.5
1622,1305,642CB997325C,4.0,4.0,3.0,4.0,4.0,4.0
1623,2814,CD99E2D6DBE9,2.5,3.0,4.0,3.5,3.5,3.5
1624,2440,B54DBEF87F11,3.5,3.5,3.0,3.5,3.5,3.0
1625,2298,AB9527C4A312,2.5,2.5,3.5,2.0,2.0,3.0
1626,3435,EBD07D2D103C,3.0,2.0,3.5,3.0,3.0,2.5
1627,3107,DC1271D1294D,3.5,3.0,4.0,3.0,4.0,3.5
1628,671,33F18D5D8867,4.0,4.5,4.0,4.0,4.0,4.5
1629,3886,FF190BD8380B,3.5,3.5,3.5,3.5,3.0,3.5
1630,1941,92B8F2F85C44,4.0,3.5,4.0,4.5,4.0,3.0
1631,845,40DD3FF566D8,3.5,3.5,3.5,3.0,3.0,3.5
1632,694,3567E4ED2023,2.0,2.0,2.5,3.0,2.0,2.5
1633,3231,E1D1EFCFD8CD,2.5,2.0,3.0,3.0,3.0,2.5
1634,1353,68256AC96C72,4.0,4.0,4.0,4.0,3.5,4.5
1635,1133,57ED5BC70E40,3.5,3.5,3.0,3.0,3.0,3.5
1636,869,42AD5E1F4167,2.5,2.5,3.0,2.5,3.0,2.0
1637,604,2DAA07621328,3.0,3.0,3.5,3.5,3.5,3.0
1638,834,402CAB074577,4.5,4.0,4.5,5.0,4.0,4.0
1639,3205,E0BDF62838F7,3.0,3.0,2.5,2.5,3.0,3.0
1640,627,2F7B0CE01B4B,3.5,3.0,4.0,4.0,4.0,4.0
1641,902,453ACA22D3B4,3.0,2.5,2.5,2.5,2.5,2.0
1642,2904,D1C316C7ED37,2.5,2.5,3.0,3.5,3.0,2.5
1643,1747,8415937CA4D9,3.0,2.5,3.0,3.0,3.0,2.5
1644,2748,CA290993DFBA,3.0,3.0,4.0,4.0,3.5,3.5
1645,2051,9A9924C0CA97,2.5,2.5,2.5,3.0,3.5,2.5
1646,2757,CA64C82B0F26,2.5,3.0,2.5,2.5,3.0,3.5
1647,3871,FE7BFE19D977,2.5,2.5,3.0,2.5,2.5,3.0
1648,321,172F67E7FBBC,3.0,3.0,4.0,3.5,4.0,3.5
1649,3192,E060D90D6CB9,3.0,3.5,3.0,3.5,3.5,3.0
1650,696,35A1342EF397,4.0,4.0,4.5,3.0,3.5,3.5
1651,1179,5B2FC963E89D,2.0,2.0,3.0,2.0,2.5,2.5
1652,2778,CBA73A4D5C18,3.0,2.5,3.0,2.5,2.0,3.0
1653,624,2F3210D23414,4.0,3.5,3.5,3.5,4.0,4.0
1654,3629,F4BE7BB77A43,2.5,2.5,3.5,2.5,2.0,2.0
1655,2173,A25E8EBA43CA,3.0,2.0,3.0,2.5,2.0,2.5
1656,1011,4DB99E2F46E3,4.0,3.5,3.5,3.5,3.0,3.0
1657,1480,7270750C775E,2.5,2.5,2.5,3.5,2.5,2.5
1658,1090,53607F113053,3.0,3.5,3.5,3.5,2.5,3.5
1659,848,410D72D3CCE8,3.5,3.0,3.5,3.5,3.5,3.0
1660,3282,E4051C85D12E,2.5,2.5,3.0,2.0,3.0,2.0
1661,780,3C78D0790E7B,3.5,4.0,3.5,4.0,3.5,3.0
1662,605,2DDFC0DFC442,3.5,3.5,3.5,3.5,3.5,3.0
1663,174,0D382343F3D7,4.0,4.0,3.5,3.5,4.0,4.0
1664,1202,5D4D6519DF94,4.0,4.5,4.5,4.0,5.0,4.0
1665,2269,A9B3B0AEE38B,3.0,3.0,3.5,3.0,4.0,4.0
1666,2463,B744CD534ADB,4.0,3.0,3.5,3.0,2.5,3.5
1667,100,078201045481,2.0,2.0,3.5,2.5,2.0,2.5
1668,1243,6013DA298542,2.0,2.5,3.0,3.0,3.0,2.5
1669,741,392BCD798D37,2.5,2.0,2.5,3.0,2.0,2.5
1670,334,18EA27A2E333,3.5,2.5,3.5,3.0,3.0,3.0
1671,2908,D203157DCBF0,3.5,3.0,4.0,3.5,3.5,4.0
1672,3561,F166A6757369,3.0,2.5,3.0,2.5,2.5,3.0
1673,2882,D0CC47FFC293,4.0,4.0,4.0,4.0,4.0,4.0
1674,1705,8149E792E505,2.5,2.5,3.0,2.0,3.0,3.0
1675,2881,D0C50EB5CB1F,2.0,3.0,3.0,2.0,2.0,3.0
1676,594,2CDDE76979DD,3.5,3.0,3.5,3.5,3.5,3.0
1677,2987,D6407F1D3515,4.0,3.5,3.5,4.0,3.5,4.0
1678,1333,6642E181B08D,3.0,2.5,3.0,3.0,2.0,2.0
1679,2214,A5073B74C615,3.5,3.0,3.5,3.5,3.0,3.5
1680,3788,FAA0197AFF57,2.5,3.0,2.5,3.0,2.5,2.0
1681,1551,7726A1F9C660,3.5,4.0,3.5,4.0,3.0,4.0
1682,3270,E34E1B7D1691,4.0,4.5,4.5,4.0,4.5,4.0
1683,1542,7680EF5AD3CB,3.5,3.5,3.0,4.0,4.0,3.5
1684,3325,E64FBE962223,3.5,2.5,3.0,3.0,2.0,2.5
1685,327,17E521D5F29C,3.5,4.0,3.0,3.5,3.0,3.0
1686,1933,918C1880FCD8,4.0,3.5,3.5,4.0,3.5,3.0
1687,640,310CDA45739E,3.0,3.0,3.5,3.0,3.5,3.5
1688,2152,A0BC5780C987,3.0,3.5,4.5,3.0,4.0,3.5
1689,2042,99ECAD55ABD3,3.0,2.5,3.5,3.5,3.5,3.0
1690,2863,CFD454F55693,2.5,1.5,3.0,3.0,2.5,3.0
1691,1468,71A9098715EB,3.5,3.5,3.5,4.0,3.5,3.0
1692,1838,8A80B525C75D,2.0,3.0,3.0,3.0,3.0,3.5
1693,3046,D9AAC11BC7AC,3.0,3.0,3.0,3.0,3.0,2.5
1694,3123,DCCA609D1212,2.5,3.0,3.0,4.0,3.5,3.5
1695,3901,FF9E0379CD98,3.5,2.5,3.0,3.0,2.0,2.5
1696,460,22CFD6C961E3,3.0,3.5,4.0,4.0,4.0,3.5
1697,1046,4FD5B8B612C6,3.0,2.5,3.5,3.0,3.5,3.0
1698,1398,6BC83A3F4934,2.0,2.5,2.5,2.5,2.5,2.5
1699,1562,77BD30EC277D,4.0,4.0,4.0,3.5,3.0,3.5
1700,1975,9551DA943B01,4.0,4.0,4.0,4.0,4.0,4.0
1701,2633,C31C0ED2A05C,3.0,3.0,3.0,3.0,2.0,3.0
1702,419,1FC46D4B9D8C,3.5,2.5,2.0,2.5,2.5,3.0
1703,738,38EE843B5CD1,3.0,3.5,3.0,3.0,3.0,4.0
1704,1879,8DBBADC05A43,2.5,2.0,2.5,2.0,2.5,3.0
1705,1389,6B370155C425,3.0,3.5,3.5,3.5,3.0,3.0
1706,1438,6E5F280580C4,3.0,3.0,3.0,2.0,2.5,3.0
1707,497,2580A540719C,3.0,3.0,3.5,4.0,3.5,3.0
1708,2750,CA2B324678EA,4.0,3.5,3.5,4.0,3.5,3.0
1709,375,1C911B0C2A2D,2.5,2.5,2.5,2.0,2.5,2.0
1710,975,4AAD1243DE3D,2.0,3.0,3.0,3.0,2.5,3.0
1711,1209,5DB370AD8EFB,3.5,3.5,3.0,4.0,4.0,3.5
1712,3451,EC773C38B72C,3.0,3.0,3.0,3.0,2.5,2.5
1713,404,1E8ABB190763,3.0,2.5,3.0,3.0,2.0,2.5
1714,2467,B7938A92A4F9,3.0,2.5,3.0,2.5,2.0,3.0
1715,1425,6D21E6095A62,4.0,4.0,4.0,4.0,4.5,4.5
1716,93,06F5F6A09DC6,4.0,4.0,3.5,4.5,4.5,3.5
1717,3204,E0BABC4506D0,3.0,3.0,3.0,3.0,3.0,2.5
1718,1769,85F4C57672EA,4.0,3.0,3.0,3.5,3.0,4.0
1719,2221,A570CD64F0F9,5.0,4.0,4.0,4.5,5.0,4.0
1720,2738,C972C565A819,3.5,3.0,3.0,2.5,2.5,3.0
1721,1849,8B1EB1890F9B,2.5,2.0,3.0,3.0,2.0,2.5
1722,827,3FD4C280E4EF,3.5,3.5,4.0,3.5,3.0,4.0
1723,428,2082C42A8F43,4.0,3.0,3.5,3.5,3.5,4.0
1724,1889,8E6F35BA3EE6,3.0,3.5,4.0,3.5,3.0,3.5
1725,3366,E877D5AD16DA,2.5,2.0,3.0,2.5,3.0,2.5
1726,3187,E03B0AA78E40,2.5,2.5,3.0,2.5,3.5,3.0
1727,3633,F4D07B2A60F9,3.0,3.0,3.0,4.0,3.5,3.5
1728,2766,CAC2F2EE4C2D,2.0,2.0,2.0,2.0,2.0,1.5
1729,282,14ED79D68BC4,2.5,3.0,3.0,2.5,2.5,2.5
1730,2899,D1A682106D3C,3.0,4.0,3.0,3.5,3.5,3.0
1731,3168,DEDCC703F6FC,4.0,3.5,3.5,3.0,3.5,3.5
1732,343,198F2ABF2971,4.0,3.5,4.5,3.5,3.0,3.5
1733,2683,C623A886C6E7,3.0,3.5,3.0,3.0,2.5,3.5
1734,2786,CBF62E8FFA1B,3.0,3.5,3.5,3.5,3.5,3.0
1735,2547,BD8683F93B5A,3.5,3.0,3.0,3.5,3.0,3.5
1736,3146,DDD24AF9146F,2.5,3.0,4.0,3.5,3.5,3.0
1737,1113,56080A912BB5,2.0,2.0,2.5,2.0,2.5,2.0
1738,1574,7862D2AE5697,2.5,3.0,3.0,2.5,3.0,2.0
1739,691,352F0193E251,4.0,3.0,3.0,3.5,4.0,3.5
1740,0,0016926B079C,3.5,3.5,3.0,3.0,4.0,3.0
1741,1582,78E8970D0C13,3.0,2.5,3.0,3.0,2.5,2.5
1742,1707,81674F80999A,3.5,2.5,3.0,2.5,2.0,2.5
1743,1416,6CB7C1B3C548,3.5,3.5,4.0,4.0,4.0,3.0
1744,2021,988BFF516FA0,2.5,2.5,3.0,3.0,2.5,3.0
1745,3221,E1898E71ABD6,3.5,4.0,3.0,3.0,4.0,3.5
1746,2003,97472A5E870A,2.5,2.5,3.0,2.5,3.0,2.5
1747,1993,96F4AB949807,2.0,1.0,2.0,2.0,2.0,2.0
1748,2974,D5916B1F52BB,3.0,2.0,3.0,2.5,2.5,2.0
1749,1131,57DFE525E50A,4.0,4.5,5.0,4.5,4.5,4.0
1750,2304,ABD38929777A,3.0,2.5,2.0,2.0,2.5,3.0
1751,1247,605BF3B67175,3.0,3.5,4.0,3.0,3.5,3.5
1752,3481,EDFFA0E4D88C,4.0,3.5,4.0,4.0,4.0,4.0
1753,2375,B067F0CBE15C,3.5,3.5,3.5,3.5,3.0,3.5
1754,2150,A0B58CDB939A,3.5,3.5,3.5,3.5,3.0,2.5
1755,2261,A93471B62AF5,4.0,4.0,3.5,4.0,4.0,4.0
1756,3904,FFAEAF8D0C90,2.5,2.0,2.5,1.5,2.0,2.0
1757,1159,599128B82FF0,3.5,3.0,3.0,3.5,3.5,3.5
1758,2900,D1A866170CEA,3.5,3.5,3.0,4.0,3.0,3.5
1759,246,1214E4605B0C,4.0,3.5,3.5,3.5,3.5,3.0
1760,3881,FEC7696871E4,2.5,2.5,3.0,3.5,3.0,3.0
1761,3517,EFACA593A52B,3.5,3.5,4.0,4.0,2.5,3.5
1762,2685,C652190DB53F,4.0,3.5,3.0,3.5,3.5,3.5
1763,1671,7F0703CF058E,2.5,2.5,3.0,2.5,2.5,3.0
1764,929,47261D6E0F08,4.5,3.5,4.0,3.5,3.0,3.5
1765,3583,F2165F132C87,3.5,3.0,4.0,3.5,3.5,4.0
1766,1461,70D93EF3CE5F,2.5,3.0,3.0,3.0,2.5,3.0
1767,3273,E362F08345FE,2.5,2.5,2.5,2.5,3.0,2.0
1768,1971,9523FBA791BE,4.5,4.5,4.0,4.0,4.5,4.0
1769,365,1BD023792E29,3.5,4.0,4.0,3.5,4.5,4.5
1770,2296,AB834A70D155,3.0,2.5,3.0,2.5,2.0,2.0
1771,736,38CADC812CBA,2.5,2.5,3.0,3.0,2.5,3.5
1772,26,0230A077F5B6,3.0,2.5,2.5,2.5,2.0,2.5
1773,2884,D10BBD82D66F,3.5,3.5,4.0,3.5,3.0,3.0
1774,1441,6E842F21D6E4,3.5,3.0,3.5,3.0,2.5,3.0
1775,3722,F85B1C875E6C,3.5,3.0,3.5,3.0,3.5,3.0
1776,680,346E77F08903,1.5,1.5,1.5,1.5,1.5,2.5
1777,3433,EBA7A8A0384C,4.0,3.0,3.0,2.5,3.0,3.0
1778,1250,6060D28C05B6,3.0,3.0,3.0,3.0,3.0,3.0
1779,3,003885A45F42,4.5,4.5,4.5,4.5,4.0,5.0
1780,2182,A2EF5BCC488B,3.0,3.5,4.0,3.5,4.0,3.5
1781,837,40467A05CC2A,3.0,2.5,3.0,3.0,2.5,2.5
1782,2403,B2B6C25D967A,2.0,2.5,2.5,2.0,2.5,3.0
1783,292,15AC952FFBC1,3.5,4.0,3.5,3.5,3.5,4.0
1784,698,35C5C7E2BB5E,3.5,4.0,3.5,3.5,3.5,3.5
1785,1048,4FFF2AD2EAE8,3.0,3.5,3.5,3.5,3.5,3.5
1786,3613,F3BFC265844A,3.0,2.0,2.5,2.5,2.5,2.0
1787,3200,E08B2DFE266D,3.5,3.0,2.5,3.0,2.0,3.0
1788,2417,B39F335086FB,3.0,3.0,3.5,3.5,2.5,3.5
1789,3673,F62B971B739E,3.0,2.5,2.5,2.5,2.0,3.0
1790,3815,FC0B49DA0438,3.0,3.0,3.5,2.5,3.0,3.5
1791,1667,7EA986233EDA,3.5,2.5,3.5,3.0,3.0,3.0
1792,1963,941A269CE055,2.5,3.0,3.0,2.5,2.0,3.0
1793,1249,605DDF3EA948,3.0,3.0,2.5,2.5,2.5,3.0
1794,2274,AA0CD6D22CA3,4.0,4.0,3.0,3.0,3.0,3.0
1795,1298,63AB55DADABF,4.0,4.0,4.0,3.5,4.5,3.5
1796,1868,8C880B194034,3.0,2.0,3.0,2.5,2.5,2.5
1797,2387,B18CF330D3CD,5.0,4.5,4.0,4.5,4.0,4.5
1798,1443,6EA18B20DA5A,3.5,3.0,3.5,3.0,3.0,2.5
1799,2671,C57371A3E79F,3.0,3.0,4.0,3.5,4.0,3.5
1800,603,2D940E7F240C,4.0,3.0,3.0,3.0,4.0,4.0
1801,1289,62EA3F855DB2,3.0,2.0,2.5,2.5,3.0,2.5
